platform,place_name,place_id,place_url,review_id,reviewer_name,reviewer_profile_id,reviewer_profile_url,rating,review_text,review_date,visit_date,visit_count,review_image_count,review_image_urls,helpful_count,keywords,menus,verified_visit,collected_at,raw_ref
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,6a7c7e3a7d0ab376c619e8b9,jazzmate,rsoF,https://m.place.naver.com/my/5e55464a8f87a842bc82a7ba/review?v=2,5.0,"너무 더워서 시원한 메뉴가 땡겼어요 ㅎ 
양도 많구 시원하구 좋았습니다",2026-08-12,2026-07-26,4,2,"[""https://pup-review-phinf.pstatic.net/MjAyNjA4MTJfMjgg/MDAxNzg2NTQzNjczMDQz.Cv6FjuEoVn9uxR1SycL3PPIweKVqNcK1sP1avC9y9Tsg.U461rMxhPiONTl81FBogyujo4oKalbXSjwkFo-jGzqgg.JPEG/9B1CAFF6-DD20-40D4-BC77-93A5A0D3C9A1.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA4MTJfMTMy/MDAxNzg2NTQzNjczNTg5.x2hu6rIAKGURBdDHb6EcFXzJ4Jttzdj2wPVAqDxJI4kg.Qur2KJUefdxtPC5VPfuTkxrXdZQYuyNrmlI4cdy_rT8g.JPEG/069825A0-AFF1-4FC2-AF4D-6992FD71DF76.jpeg?type=w1500_60_sharpen""]",0,"[""매장이 넓어요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#0
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,6a14164c68c6cd3cd21ec65c,내사랑밀가루,2Yf5M,https://m.place.naver.com/my/5e1024358f87a842bc4411b1/review?v=2,5.0,"메뉴 선택 후 결제
돼지고기김치찌글이와한돈떡갈비 20,000
옛날짜장면과찹쌀탕수육 16,000
공기밥 2,000
짜장면보다 김치짜글이, 한돈떡갈비보단 찹쌀탕수육이 맛있어요. 주관적인 입맛이니 참고만 하세요.",2026-05-25,2026-05-24,1,7,"[""https://pup-review-phinf.pstatic.net/MjAyNjA1MjVfMzkg/MDAxNzc5NzAxMzIxMzA0.qxBQO12gUVSARgrjqqyyriB8Bd9sHiB597QVUw858gkg.178-IGw03wvPwRx9jxSHhWQCyC9z8sXfD7hwIXAUlIUg.JPEG/20260524_112955.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA1MjVfOTUg/MDAxNzc5NzAxMzIxMzQx.ttMmSxQbuMtLgWOxFjbGFH3366CyjI47d9aNUPfKK0Ig.acnG1wJFoil-1dLuw1FcUvu2H06kmZOGyAqhldU4p6og.JPEG/20260524_112957.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA1MjVfNzEg/MDAxNzc5NzAxMzIxNjE4.Z1jw2sxmjflX5omzEGVVeBqaLLFG4_08M_IAseHYiecg.SPn_3orkorJgjbZzh2AmX7M8YLx2XUAJagMLMMPmWZkg.JPEG/20260524_113000.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA1MjVfMTk2/MDAxNzc5NzAxMzIxNjE4.wkE5sHLOd31lvCEngC17GYm3lGhXFK1JFn_C5WAz1zkg.H8E1dxPkfcqe2NhX1uLAxkND7ELOybKIgvEg_3KjluUg.JPEG/20260524_114355.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA1MjVfNjgg/MDAxNzc5NzAxMzIxNjQw.xG-94tRX0z8QHvX3rMdm853J4iHSss8FNZqk6q7QD4cg.PIbs8MSCk77-LrSmquFtAydplml4_XQVPidrIU749cgg.JPEG/20260524_121743.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA1MjVfMTcy/MDAxNzc5NzAxMzIyNjcx.g279lbPP7Q8lLs_gWOSJ8znx4y7OTVQsvYYwYpIEUIAg.MBBdjU06p4gC1KBUvVurCH-RrywTVeXW8FIIu6KwfuMg.JPEG/20260524_121732.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA1MjVfMjgz/MDAxNzc5NzAxNjM5NTYz.5MqlKBTUHni9d6isE2frO8LHbQBIN8DB68F_6iZ3gscg.vc11zOfVC8I0gJ9DBvdSRknKBOyJhmmE1gr1YNn3zHUg.JPEG/20260524_122733.jpg.jpg?type=w1500_60_sharpen""]",0,"[""음식이 맛있어요"", ""음식이 빨리 나와요"", ""아이와 가기 좋아요"", ""매장이 청결해요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#1
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,6a899894cfdee3fd962bae65,77077077,66Wa9,https://m.place.naver.com/my/66ab6c8a73736e3dcf279669/review?v=2,5.0,"에버랜드에 오면 먹는 김치찌개와 돈까스, 
변하지 않는 맛이라 좋아요🙂",2026-08-22,2026-08-14,1,4,"[""https://pup-review-phinf.pstatic.net/MjAyNjA4MjJfMTgg/MDAxNzg3NDAyMzg3MDM1.jTIKhu8pRPFcMld_xPVLHc4UJ5auPv3O2W1vJkAr7Mcg.fHz9ukf2S7f1ugXBnpHP4tIn3mEozP-z9ER1xOm8vcwg.JPEG/F24F85C4-23FF-4FFC-8ED0-BB258EAA5232.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA4MjJfNDAg/MDAxNzg3NDAyMzg3Mzgw.bn28SY6sjewRAivFmHweHGm6mB26y6JtDflL6fiTcQsg.y-v5kFyQWJBnNn2p-K8OuI-BBKmRS96peF6DaLpOu6og.JPEG/B556F086-22ED-4D92-B5C4-7FCB9031DF11.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA4MjJfNDgg/MDAxNzg3NDAyMzg3NjE3.tEbdx56V-UUOcWI5fCLl8W6JA59BpB9m_8nSZhawpNAg.XHvxyN3jKH2W9wTanNvWdADdYNOggr8WszKKzxo0jPgg.JPEG/FCFCB30F-6A9B-4FC1-AA9F-37F355B342BE.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA4MjJfMjMw/MDAxNzg3NDAyMzg2NzMx.VN73yztYNk-QTWAf3N5Mx2rXPIR7QLCI7AhnsKw1MvIg.Pgc48aBqD7P8y2ZPQ4n4MG17esrFPEavAbVt-zXRq5Ig.JPEG/37357A17-AE60-4726-820C-09BD3440EFB6.jpeg?type=w1500_60_sharpen""]",0,"[""음식이 맛있어요"", ""재료가 신선해요"", ""양이 많아요"", ""친절해요"", ""매장이 청결해요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#2
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,6a0d9bc165d678aa1f1fc91c,감사해보자,55vIk,https://m.place.naver.com/my/5bef54a1cefd32c284d0c92e/review?v=2,4.0,"돈가스카레세트 16,000원
돼지고기김치짜글이 15,000원
옛날자장면과찹쌀탕수육 16,000원
코카콜라 한잔 3,000원

음식 맛은 무난합니다!",2026-05-20,2026-05-16,1,3,"[""https://pup-review-phinf.pstatic.net/MjAyNjA1MjBfMjc3/MDAxNzc5Mjc2NzM2MjU5.Zy-6Y8todlUVswSPWVAx9Ofny1HywuBrjTCCH0AdB8Ug.dWKZdagaUF33l-R17b_6ltQqv0nzTGXcbmre9bit5fwg.JPEG/20260516_182217.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA1MjBfMTcg/MDAxNzc5Mjc2NzM2Mzgx.tAQmeCJEddDnnFwsRVjRBzXZJIFV6QkbVhIM0ALGAccg.5DNqT9mM5PnR0QcNLiTF6uTgcUZ7HVlLp9MQiwFPP8Eg.JPEG/20260516_182215.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA1MjBfMjI3/MDAxNzc5Mjc2NzM2MjEy.QHuobTzfh95phNw8FaDWKKzkr3WrTBh-YN-WbKYYYnMg.aOqH3k2bdT60npVqxctWxt_ik9vA6RtHSu9AyPulz7wg.JPEG/20260516_182213.jpg.jpg?type=w1500_60_sharpen""]",0,"[""음식이 맛있어요"", ""매장이 넓어요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#3
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,69ef5f6a1b732a8fc8a9f2e3,MMpick,1y9KN,https://m.place.naver.com/my/5e77287b8f87a842bcf629d4/review?v=2,4.0,"에버랜드에 들렀다가 김밥 팝업시즌이라 여기서 점심을 먹어봄. 늦은 점심시간이었는데 대기줄이 있어서 10분 가량 기다림. 음식을 받고 계산줄을 따로 서는 시스템인데 김밥브랜드별로 줄 길이가 달라서 안이 북적한 점이 불편했음.
만복이네김밥세트, 충무김밥 먹어봄. 가격도 에버랜드치고 적당하고 맛도 괜찮았음. 특히 충무김밥의 김치가 맛있었음.
날이 좋아서 테라스 자리가 참 좋았음!",2026-04-27,2026-04-26,1,2,"[""https://pup-review-phinf.pstatic.net/MjAyNjA0MjdfMjg3/MDAxNzc3Mjk1MjA4Mzk4.rWkWE2ZkycfJwTKE8ILORFmi0fyCZk7zl8v7dYeSRRog.4j3ghPxqolOR5QD77qXnEy3E4I9U296jwpvR3oXMZYMg.JPEG/D7EBDF82-39EF-4BD0-9D9D-9674E9BCEF31.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA0MjdfMTky/MDAxNzc3Mjk1MjA4Mzg0.PSknd1wp4L0MxRntzaKhCCJ-_fRk3ecGMYGMe5MDWGcg.dR8y5Ic9M3qyNd7-QJxQs-VNUnu1vf_M9f9XJEq-NWAg.JPEG/394D027F-03A2-4883-B297-5877797203BE.jpeg?type=w1500_60_sharpen""]",0,"[""음식이 맛있어요"", ""인테리어가 멋져요"", ""대화하기 좋아요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#4
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,6a6f271632df7602b26dca8f,만학또,5rpfN,https://m.place.naver.com/my/5b9fb52d3bd4ad3a47ca354a/review?v=2,5.0,짜글이랑 규동 다 맛있습니다❤️ 추천❣️,2026-08-02,2026-08-02,1,3,"[""https://pup-review-phinf.pstatic.net/MjAyNjA4MDJfMjYx/MDAxNzg1NjY5Mzk2NTQ2.dYUpXCnHb23wRtFgl3e4sG8cWZsP_CeACkul0lotNIEg.L23s0e1bcMYqjafzKyUA4-GBYMPZKEJyWDmOf-7k_6wg.JPEG/5C32FBA2-E90B-4B57-A863-2FC3B3F516F1.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA4MDJfMTg1/MDAxNzg1NjY5Mzk2Nzgx.-hja5iInpmJu4QtyjLhFpkKyjjZRSZJ2ZELIJHhu-cEg.kjitLrhVJBZdm9fPaKq1jHwCs40Qfwa-zjcmhcifQTIg.JPEG/2DB3AE6F-BD86-469C-B356-21F408478332.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA4MDJfMjUy/MDAxNzg1NjY5Mzk2OTQ3.xWrtYvYLI0KgAe4KYPKNPw0PGxpivkxhdx9ZsjYU8zUg.4A1OUbT-3g6GMAM-u3J-cluiFWHQGRoqfRz1O4hb6log.JPEG/49B255EC-4653-4931-A698-33A8CE3AC2CB.jpeg?type=w1500_60_sharpen""]",0,"[""음식이 맛있어요"", ""양이 많아요"", ""특별한 메뉴가 있어요"", ""인테리어가 멋져요"", ""매장이 넓어요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#5
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,69e3037b6abf2ec2c29b48a8,dydgus0691,uRMG,https://m.place.naver.com/my/5dae57248f87a842bc2553a7/review?v=2,2.0,"김만복 김밥과 다정이네 김밥을 주문했는데
그냥 평범한 김밥이었습니다.",2026-04-18,2026-04-13,1,2,"[""https://pup-review-phinf.pstatic.net/MjAyNjA0MThfMTAg/MDAxNzc2NDg1MjQxODI3.b7DajWXTzdJvDnh4OTOu2sMMQgsyPxTJIVDhF0b-IfQg.nePT2Mv-ayTyY2oR46Cw6_9MJETIxX2RwOnuH-j1fssg.JPEG/6FF41CF6-3D2F-4437-A583-1972CD1F96D4.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjA0MThfMTEw/MDAxNzc2NDg1MjQxOTU0.aTXfN6bBYg9gfskNUswSwESQK8ysHASZ_pSZ527bXeIg.uWPohBpwfAmbA-YJZXdGtqtd0TPTR0swFZfuwBbRNgwg.JPEG/29B7FD0E-5548-4190-812B-0D0B1B0A5D1E.jpeg?type=w1500_60_sharpen""]",0,"[""매장이 넓어요"", ""친절해요"", ""매장이 청결해요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#6
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,6996e10d9e59c9494e2d49f9,양프로디테,1Jqus,https://m.place.naver.com/my/5c45b257f4ec134ac702026c/review?v=2,,설날특집 우삼겹떡국 먹었어요!!! 음식 만들어주시는 여사님도 정말 친절하시고 모든 직원분들 서비스 마인드가 훌륭하셔요! 앞으로 명절때마다 특별 메뉴 많이 내주셨으면 좋겠다요~,2026-02-19,2026-02-17,1,4,"[""https://pup-review-phinf.pstatic.net/MjAyNjAyMTlfNjEg/MDAxNzcxNDk1NjkwODY4.fWO83j0S-BsTu_n2irJHF34Q5yUzTw-LyU6YJYXwXo4g.TK8mwFU40f-xY12pIcnRF6Dj86GtJoE84jYG-e_otzcg.JPEG/20260217_120706.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjAyMTlfMTEz/MDAxNzcxNDk1NjkwNzc0.pmbbUIEXo36TG8KxKQmqx3X2rVtasjDFJaqcTMkRq5Yg.-tc6aph5KRf4Kv-VMbAEHeZdzZia3NFn3Q81oReBj38g.JPEG/20260217_120757.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjAyMTlfMTky/MDAxNzcxNDk1NjkxMjky.SrlViKIYJoYdhFQodCbg84NOZmuTGXSoT97ThQ3n8Tgg.I2lCzIRVNr8vby9jRHkUm_SlTlNnC6nWzasj21tBBz8g.JPEG/20260217_120745.jpg.jpg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjAyMTlfOTAg/MDAxNzcxNDk1NjkxNTI5.oHpMFDPDLXHp8g43ooOtrlzcv2qeUmx0a9SjmJArt3cg.GNhbz4I2XjpmJWkKegDWRN6hx8b_mjE2t-vsbV7wDa4g.JPEG/20260217_121037.jpg.jpg?type=w1500_60_sharpen""]",0,"[""음식이 맛있어요"", ""특별한 메뉴가 있어요"", ""친절해요"", ""매장이 청결해요"", ""매장이 넓어요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#7
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,69e61e5049baf0d8f042b94d,운동하즈아,dl6sD,https://m.place.naver.com/my/5fd0b1a458eec41ff5e21a6c/review?v=2,2.0,"기분좋게 에버랜드 가서 밥먹으러 갔는데 식당 들어갔는데 노란머리에 머리묶고, 방송하시는 분 제가 원하는데 다정이네 줄 설려고 하니까 막고, 기분 나빴어요. 그렇게 오래 걸릴것 같지도 않은데 자꾸 가로막고 그 분이 자꾸 눈치주길래 다른데서 먹었어요. 기분 이상했음. 다정이네 김밥 먹어보려고 했는데 못먹고. 아니 왜 먹고싶은것도 못사게 하는지 모르겠어요. 방송하는 목소리 귀아팠어요.",2026-04-20,2026-04-06,1,1,"[""https://pup-review-phinf.pstatic.net/MjAyNjA0MjBfMjQw/MDAxNzc2Njg4NjMyNTI1.YPeA1PC1PN6MT3zQvsMiSv2Jxa7b9x3eUd_8daqpRcUg.Ovw0olcxeFk6EZ-ML1SMDJsYTk1YAGm9trLEIeLohoQg.JPEG/IMG_7420.jpeg?type=w1500_60_sharpen""]",0,,,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#8
naver,매직타임레스토랑,1527871697,https://pcmap.place.naver.com/restaurant/1527871697/review/visitor,69a266ef5de918570b6995d4,ohs****,ubTe,https://m.place.naver.com/my/5c16407fcbd5a6fbbef37ee0/review?v=2,,"양은 그리 썩 많은 편은 아닌데 맛은 쏘쏘하고 
그저 다리가 아퍼서 쉬러 왔을뿐 ㅎ",2026-02-28,2026-02-25,1,3,"[""https://pup-review-phinf.pstatic.net/MjAyNjAyMjhfMTQ0/MDAxNzcyMjUwODE3MzY4.8x4aA79GAP3PZ8RSANfmxlfQ4rQjPJfcrAHqfmMAPMQg.TcklxgkxEdkNhVS1LQGWz8akjMNyubjJfhAAu6o4OMAg.JPEG/IMG_3653.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjAyMjhfMjIx/MDAxNzcyMjUwODE3NDAx.bP2cfuBJQ7Nj1Jd6RI_KKKOSKGL0oPS0b-d4MLNbeV8g.iAruFMkMa0VHN5u3E77fU_lbsRbtj0ovuw23Q0D8yXAg.JPEG/IMG_3654.jpeg?type=w1500_60_sharpen"", ""https://pup-review-phinf.pstatic.net/MjAyNjAyMjhfMTY0/MDAxNzcyMjUwODE3MzYy.KDDOdUMkjaMVIwTvp3sUHB3n_PqBiUCmjASrKzEXd3Eg.ldoIl1ciuWxppQGfkOnY8OIKvAFq8e17Fm-QmGwMzcIg.JPEG/IMG_3655.jpeg?type=w1500_60_sharpen""]",0,"[""음식이 맛있어요"", ""매장이 넓어요""]",,true,2026-09-01T02:26:44+00:00,naver_매직타임레스토랑_20260901T022538Z#9
